gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	old_locus_tag
SPY_RS01110	2262.53573932775	-0.0251092768012048	0.158500568171339	0.813496275833436	0.9482837819466	SPy_0230	SPy_0230
SPY_RS01115	688.054698867583	0.0657632267318855	0.173166263081118	0.546786766389487	0.829462277690055	queH	SPy_0233
SPY_RS01120	2242.24029534017	0.132324565611533	0.173825252188653	0.26957036482702	0.632178289196108	dut	SPy_0235
SPY_RS01125	5519.28413722913	0.287417059970351	0.204700587141799	0.0405636898950571	0.256438894979024	radA	SPy_0236
SPY_RS01130	1602.30887290841	0.203788916007366	0.201085771272103	0.126768044969503	0.472286526056214	cah	SPy_0237
SPY_RS01135	4748.63775661849	-0.0432628913416031	0.184543831365095	0.677693518846221	0.887588710844721	WQ51_05710	SPy_0238
SPY_RS01140	12477.6135710393	0.113305093369668	0.165632562109705	0.363986785943888	0.707814990549219	gltX	SPy_0239
SPY_RS01145	635.546026166496	0.0500489821367679	0.165451798172253	0.656763728952693	0.877524646247715	fasB	SPy_0242
SPY_RS01150	282.891098909626	-0.0650347872597665	0.17999529372427	0.553117940185348	0.831245297632044	fasC	SPy_0244
SPY_RS01155	256.46642782226	0.0507074039812157	0.177684868516113	0.646361993325267	0.870845960872748	fasA	SPy_0245
SPY_RS01160	1413.53313727544	0.0107132164334978	0.159983538436621	0.956783923989171	0.986700812599728	rnpA	SPy_0246
SPY_RS01165	4166.11303114847	-0.0346483955159931	0.160389783104892	0.76913618630662	0.927116754653259	yidC	SPy_0247
SPY_RS01170	4935.2892027404	0.0637391002059468	0.158414974009586	0.492323168617538	0.808705150927341	jag	SPy_0248
SPY_RS01175	52252.739786433	0.076926222266816	0.159452107091159	0.500701479733635	0.813287698942918	rpmH	SPy_0250
SPY_RS01180	38.8528388260191	0.0752651975087839	0.22411791762759	0.315201489754831	0.680014068806217	nanE	SPy_0251
SPY_RS01185	63.7256816756833	1.59359960486311	0.578235167477482	0.000142933478297076	0.00614227649979328	SPy_0252	SPy_0252
SPY_RS01190	30.7340145997747	1.53089134346902	0.772899743545292	0.00109918305240331	0.0252642846662279	SPy_0254	SPy_0254
SPY_RS01195	51.5190249542114	1.57279516283941	0.622578728756104	0.000275214681871926	0.0106729596140576	SPy_0255	SPy_0255
SPY_RS01200	34.8101725130145	1.91047170327607	0.757417140394502	0.000220314614314592	0.00898205735282567	SPy_0256	SPy_0256
SPY_RS01205	109.355859354188	1.68163089483456	0.461084913249696	6.9813589467146e-06	0.000740024048351747	nanH	SPy_0257
SPY_RS01210	188.556934667039	1.53266117588845	0.471867626142995	2.30825540402561e-05	0.00174767909161939	nanK	SPy_0258
SPY_RS01215	78.9404392716261	-0.102376270247558	0.229329510398134	0.244864717152386	0.601754096247749	SPy_0259	SPy_0259
SPY_RS01220	1123.5322453136	-0.254500595714225	0.219899355358694	0.0688094246554279	0.337447087889938	tatD	SPy_0260
SPY_RS01225	840.874151413913	-0.129905337197683	0.184578762905008	0.289803304176357	0.653598941333913	rnmV	SPy_0261
SPY_RS01230	889.558370982437	-0.164126071116774	0.208804096961728	0.191519572058147	0.563547114066977	rsmA	SPy_0262
SPY_RS01235	2643.46863508333	0.076012854344605	0.163641133185899	0.505830592931616	0.814863873111722	rsgA	SPy_0263
SPY_RS01240	1731.23977538745	0.0086975833014107	0.157114734610722	0.939397526744482	0.981428193676069	rpe	SPy_0264
SPY_RS01245	538.041463811745	-0.061497181137021	0.167030951582492	0.594494476199132	0.856977531420326	thiN	SPy_0265
SPY_RS01250	837.439107067037	-0.178510543208153	0.195880451110318	0.157180795143975	0.525036689661596	rmuC	SPy_0266
SPY_RS01255	1699.03571718227	-0.0703541275540293	0.160012325138286	0.545454201483342	0.829462277690055	yhaM	SPy_0267
SPY_RS01260	1019.96918603232	-0.0628601208996882	0.168429812406556	0.570496803717088	0.843568701723448	purR	SPy_0268
SPY_RS01265	4683.12002787057	-0.0946790400575743	0.161867520346425	0.409699655643901	0.746990077743304	prgA	SPy_0269
SPY_RS01270	1638.95326206464	-0.133154110231587	0.220441673182701	0.219030805358446	0.575683980142316	rpsL	SPy_0271
SPY_RS01275	7939.68895212476	-0.170288446853008	0.20935381335495	0.169742994161386	0.54362665581377	rpsG	SPy_0272
SPY_RS01280	5882.36976985183	-0.379723393271743	0.319900399404102	0.0237681455271136	0.194551016171955	fusA	SPy_0273
SPY_RS01285	18307.9626375817	-0.115147893089873	0.176421962756965	0.325117719925881	0.686260663701434	gap	SPy_0274
SPY_RS01290	205.739963080527	-0.00387024325199843	0.179169439647507	0.98076561253736	0.995120971001232	SPY_RS01290	-
SPY_RS01295	337.297204292229	-0.106257565692602	0.203186206555757	0.332278040262282	0.690617103290233	glnQ	SPy_0276
SPY_RS01300	2963.66897261208	-0.0739912253443161	0.166900624935908	0.512615046946456	0.819153693110417	SPy_0277	SPy_0277
SPY_RS01305	1012.47767408866	0.0478780100810236	0.167625813471563	0.66877378820645	0.883915480671866	SPy_0278	SPy_0278
SPY_RS01310	1560.75117147675	0.114226919443981	0.187982178247219	0.327778101809585	0.686260663701434	uppP	SPy_0280
SPY_RS01315	1189.48737009081	-0.152492123583527	0.193228536549606	0.206481676092464	0.567849884423066	mecA	SPy_0281
SPY_RS01320	2006.99863379276	0.0437201180722002	0.161175809522098	0.732930822540549	0.911149341547672	tagO	SPy_0282
SPY_RS01325	2193.84478802361	0.0273817530187709	0.154758666293134	0.807599718752367	0.943485343729805	sufC	SPy_0285
SPY_RS01330	1205.62083641272	-0.231403415048665	0.215645626321836	0.0852872552881861	0.380917797494988	sufD	SPy_0287
SPY_RS01335	703.975407349627	-0.347346410773891	0.290013594062805	0.0312223804788705	0.218694206878432	sufS	SPy_0288
SPY_RS01340	82.3011729604345	-0.270308127145521	0.383519099569936	0.0408173986866389	0.256438894979024	nifU	SPy_0289
SPY_RS01345	2864.42936728901	-0.481131394048457	0.274073066132546	0.0071324192080183	0.0900043376249928	sufB	SPy_0290
SPY_RS01350	1021.02409483379	0.104474246340596	0.190078690496884	0.348864770581471	0.701257882711175	SPY_RS01350	-
SPY_RS01355	328.021875345625	0.07885164472561	0.177785904049762	0.489483411564716	0.8056714538177	pbp3	SPy_0292
SPY_RS01360	3429.19965202434	0.117484585332464	0.164202073574238	0.317575524623262	0.682426126759528	amiA	-
SPY_RS01365	260.15030590684	-0.0218760621089121	0.17703811397918	0.83783396189662	0.957418204472587	amiC	SPy_0294
SPY_RS01370	283.522819480667	-0.0023019670102252	0.177301742085429	0.977446589927412	0.995120971001232	amiD	SPy_0295
SPY_RS01375	341.283409218313	-0.0222377633109056	0.173881471310033	0.846261747695992	0.959274087423021	amiE	SPy_0296
SPY_RS01380	657.998741191931	0.12592516016095	0.180507773367805	0.28594660855628	0.649507296577836	amiF	SPy_0297
SPY_RS01425	123.133058621803	0.0155122860749931	0.194459792731221	0.866544962506178	0.962153393565524	SPy_0303	SPy_0303
SPY_RS01430	2042.74759182607	0.00139593836281711	0.152373380454448	0.994417210877444	0.999292399005872	yqeG	SPy_0305
SPY_RS01435	1156.95701074545	-0.113562176190731	0.175474664656996	0.332084641085949	0.690617103290233	yqeH	SPy_0306
SPY_RS01440	416.538345040955	-0.0892442068892277	0.178702560229736	0.432998151802841	0.769424973878643	yhbY	SPy_0307
SPY_RS01445	1876.21948614136	-0.0464162016848826	0.160670139268692	0.667092081999659	0.883306535507833	nadD	SPy_0308
SPY_RS01450	1782.35241413279	-0.078828310964436	0.163880080212484	0.488110333448636	0.805078247078145	yqeK	SPy_0309
SPY_RS01455	2285.36808882121	-0.0370353942214726	0.154108510439527	0.749620597306822	0.918264027886366	rsfS	SPy_0310
SPY_RS01460	555.491349004361	-0.139204166758861	0.197290023335221	0.244043268887592	0.600663773268221	yqeM	SPy_0312
SPY_RS01465	386.946697177583	-0.23073990057187	0.247425718927503	0.091238948959314	0.393084381028433	ylbM	SPy_0314
